Text,Type
"В Кемерово девочка-подросток издевается над сверстницей и снимает это на видео: девочку обсыпали мукой и избили. Все видео были распространены в соцсетях, видимо, с целью травли. Мы обратимся в правоохранительные органы.",0
"Услуга по ""экспресс-консультации"" с использованием  Цифровой платформы МСП Цифровая платформа МСП – это государственная платформа поддержки предпринимателей, самозанятых и тех, кто планирует начать свой бизнес. Платформа реализуется в рамках Нацпроекта «Малое и среднее предпринимательство». Цифровая платформа МСП предоставляет универсальный доступ и персональный подбор: - государственных услуг и мер поддержки; - онлайн-сервисов для бизнеса; - программ обучения и актуальной информации для бизнеса. Ссылка для доступа: https://мсп.рф. Экспресс-консультации по поддержке бизнеса – это удобный формат получения информации по вопросам ведения предпринимательской деятельности. Услуга является бесплатной. Чтобы получить услугу необходимо: 1. Зайти на портал мсп.рф. 2. Нажать «Войти» и авторизоваться через Госуслуги. 3. Перейти в раздел «Меры поддержки». 4. Затем нажать на кнопку «Перейти в сервис». 5. Выберите регион, в котором вы ведете или планируете вести бизнес. 6. Оставьте заявку, нажимая «Заказать консультацию».  Источник: Сармановский муниципальный район Республики Татарстан",0
"«Зилант» сразится со «СГАУ-Саратов» за выход в Суперлигу По итогам чемпионата России по гандболу среди команд Высшей лиги казанский клуб «Зилант» занял 3 место. Такие результаты позволяют команде сразиться за выход в Суперлигу. В стыковых матчах соперником Казани станет «СГАУ-Саратов». Команда заняла в Суперлиге 11 место, заработав 16 очков. Первый матч «стыков» пройдет 22 мая в 19:00 в СК «Мирас».  Источник: Министерство спорта Республики Татарстан",0
"В новом сезоне «Цифрового ликбеза» Авито расскажет о правилах безопасных  покупок и публикации объявлений в интернете Авито и АНО «Цифровая экономика» при поддержке Минпросвещения России и Минцифры России дали старт новому сезону всероссийского просветительского проекта в сфере цифровой грамотности и кибербезопасности «Цифровой ликбез». Уроки цифровой грамотности и кибербезопасности для школьников в рамках проекта «Цифровой ликбез» пройдут во всех регионах страны. Материалы нового сезона Авито посвящены правилам безопасных сделок в интернете. Герои роликов рассказывают, как выбирать надежных продавцов и товары, безопасно общаться через инструменты платформы, оформлять доставку, о правилах размещения объявлений, а также дают советы по сохранению персональных данных и денег при совершении интернет-сделок. В ролике про безопасные покупки главная героиня Ряпушка Варя ищет недостающую коллекционную фигурку. Сначала она попадает на подозрительную платформу с сомнительными продавцами. Старшая сестра героини Полина рассказала Варе, как выбрать надежную платформу, на что обратить внимание при выборе продавца, как вести общение, оформить безопасную покупку и доставку. В ролике про правила размещения объявлений Варя помогает другу Налиму Максиму продать скейтборд. Сначала у них не получилось разместить объявление – оно было заблокировано. Варина старшая сестра Полина подсказала ребятам, как правильно размещать объявление, чего следует избегать и на что обратить внимание. «Крупные компании уделяют огромное внимание защите пользователей и внедрению технологий защиты на своих платформах. Самым уязвимым звеном всегда была и остается человеческая психика, и важно, чтобы дети учились безопасности в онлайн пространстве, как только начинают пользоваться мобильным телефоном. Авито не первый год реализует проекты, направленные на повышение цифровой грамотности детей и взрослых. Мы уверены, что герои, созданные нами для «Цифрового ликбеза», помогут ребятам увереннее чувствовать себя в интернете, а их родителям — меньше волноваться о безопасности детей», – отметила Наталья Юматова, директор по продукту департамента доверия и безопасности Авито. «Наш партнер «Авито» в новом сезоне «Цифрового ликбеза» поднимает крайне важную тему, которая касается безопасных сделок в интернете. Сервисы по размещению объявлений, поиску товаров и услуг стали для нас привычными, но в то же время при их использовании необходимо проявлять бдительность и уметь защитить себя и близких от мошеннических схем. Вместе с героями мультфильма на простых и понятных примерах пользователи смогут подробнее узнать о том, как отличить надежного продавца или платформу, как совершать безопасные сделки, а также оформить покупку и доставку без лишних сложностей», – комментирует Ольга Франчук, заместитель директора направления «Кадры для цифровой экономики» АНО «Цифровая экономика». Благодаря видеороликам школьники смогут не только узнать о том, как безопасно вести себя в интернете, но и повысить уровень цифровой грамотности в доступном интерактивном формате. Формирование этих навыков у подрастающего поколения соответствует задачам национального проекта «Цифровая экономика», направленного на обеспечение цифровой безопасности и подготовки квалифицированных ИТ-кадров в России. Проект предназначен для возрастной категории 6+. Материалы проекта верифицированы ФГБНУ «Институт изучения детства, семьи и воспитания» и рекомендованы для просмотра с родителями или педагогами. Контент проекта также включает в себя методические материалы для педагогов, которые помогут эффективно интегрировать видеоролики в учебный процесс на уроках по разным предметам, во внеурочную деятельность, а также использовать их на родительских собраниях для наглядного объяснения тех угроз, с которыми может столкнуться ребенок  Источник: Буинский муниципальный район Республики Татарстан",0
"Граждане поблагодарили сотрудников Госавтоинспекции Орловской области, сопроводивших их до областной детской больницы  Жители Мценского района обратились за помощью к полицейским, так как не успевали за каретой скорой помощи, перевозившей до медучреждения малыша, упавшего в реку. На телефон доверия регионального УМВД позвонил гражданин и выразил благодарность сотрудникам Госавтоинспекции регионального УМВД старшему лейтенанту полиции Андрею Астахову и лейтенанту полиции Даниле Алексееву, которые в возникшей экстренной ситуации сопроводившим его автомобиль до областной детской больницы вечером 14 мая. Подробности этой истории мы узнали от самих сотрудников. Около 22 часов старший лейтенант полиции Андрей Астахов – сотрудник отдельного СБ ДПС Управления Госавтоинспекции регионального УМВД и его коллега лейтенант полиции Данила Алексеев несли дежурство в Северном районе города Орла, когда мимо проехала карета скорой медицинской помощи, а затем возле них остановился легковой автомобиль. Из транспортного средства вышли мужчина-водитель и женщина, которые обратились за помощью к полицейским. Оказалось, что в автомобиле скорой медицинской помощи находился трехлетний малыш – сын гражданки, который упал в реку. Женщина на автомобиле, управляемом родственником, оправилась за каретой скорой помощи. Однако, из-за остановок на светофорах они не успевали за медицинским транспортом. Увидев полицейских, люди попросили помочь им добраться до областной детской больницы. Сотрудники Госавтоинспекции сразу пришли гражданам на помощь. С включенными проблесковыми маячками и звуковым сигналом сопроводили автомобиль до больницы, а также проводили людей до приемного покоя, куда уже доставили ребенка. Позже Андрей Астахов связался с водителем, чтобы узнать о состоянии здоровья малыша. Ему сообщили, что жизни ребенка ничего не угрожает. Все материалы сайта Министерства внутренних дел Российской Федерации могут быть воспроизведены в любых средствах массовой информации, на серверах сети Интернет или на любых иных носителях без каких-либо ограничений по объему и срокам публикации. Это разрешение в равной степени распространяется на газеты, журналы, радиостанции, телеканалы, сайты и страницы сети Интернет. Единственным условием перепечатки и ретрансляции является ссылка на первоисточник. Никакого предварительного согласия на перепечатку со стороны Министерства внутренних дел Российской Федерации не требуется.",0
"В Новгородской области полицейские задержали «черного» лесоруба  В отделение полиции по Холмскому району поступило сообщение о проведении незаконных лесорубочных работ в районе деревни Морхово. Туда незамедлительно выехала следственно-оперативная группы полиции совместно с представителем местного лесничества. В трёх километрах от населённого пункта в лесу полицейские обнаружили около десятка приготовленных к вывозу спиленных елей, относящихся к категории деловой древесины. Самого лесозаготовителя на месте не оказалось, но на земле были отчётливо видны следы гусениц. Через полтора километра они привели к трактору, спрятанному в лесу. Сам же тракторист успел вернуться домой, где и был задержан. Им оказался 37-летний местный житель. Как выяснили сотрудники полиции, злоумышленник, имея разрешение на разработку соседней делянки, спилил для дальнейшей продажи деревья за границей разрабатываемого им участка. Кроме того, в рамках возбужденного уголовного дела, следователем межмуниципального отдела МВД России «Старорусский» было установлено, что подозреваемый также незаконно вырубил ещё в одном квартале местного лесничества свыше 30 хвойных деревьев. В целом, объём спиленной «чёрным» лесорубом древесины составил свыше 90 кубометров. По оценке профильного министерства, лесному фонду был причинён ущерб на сумму более полутора миллиона рублей. В настоящее время полицейскими изъята обнаруженная на месте преступления и техника, и часть спиленной древесины. В отношении фигуранта избрана мера пресечения в виде подписки о невыезде и надлежащем поведении. Все материалы сайта Министерства внутренних дел Российской Федерации могут быть воспроизведены в любых средствах массовой информации, на серверах сети Интернет или на любых иных носителях без каких-либо ограничений по объему и срокам публикации. Это разрешение в равной степени распространяется на газеты, журналы, радиостанции, телеканалы, сайты и страницы сети Интернет. Единственным условием перепечатки и ретрансляции является ссылка на первоисточник. Никакого предварительного согласия на перепечатку со стороны Министерства внутренних дел Российской Федерации не требуется.",1
"Мажоритарный акционер Совкомбанка планирует продать акции в рынок для увеличения free float до 10%  Мажоритарный акционер Совкомбанка - МКАО ""Совко капитал партнерс"" - планирует продать часть акций кредитной организации на рынке для увеличения доли free float c 5% до 10%, сообщил журналистам управляющий директор Совкомбанка Андрей Оснос.  ""До 1 июля мы планируем увеличить free float до 10% за счет уменьшения доли мажоритарного акционера ""Совко капитал партнерс"" . Это не допэмиссия, а именно уменьшение доли мажоритарного акционера"", - сказал он.  Увеличение доли free float до 10% нужно для того, чтобы Совкомбанк остался в первом котировальном списке ""Мосбиржи"", пояснил топ-менеджер.  @ifax_go",1
"У казанского ж/д вокзала встали трамваи  Сегодня утром, 16 мая, в Казани заметили вставшие у железнодорожного вокзала трамваи. Очевидцы поделились, что на улице Саид-Галеева столпились десятки единиц трамваев. Судя по данным «Яндекс Карт», на улице Саид-Галеева водители действительно стоят в серьезной пробке. UPD: В «Метроэлектротранс» заявили Inkazan, что на трамвайных путях произошло ДТП с участием двух автомобилей.",1
"Бердымухамедов предложил создать исламскую инициативу и дойти с ней до ООН  Национальный лидер туркменского народа и глава народного совета Туркменистана (Халк Маслахаты) Гурбангулы Бердымухамедов выступил с предложением разработать исламскую инициативу во имя мира. По мнению Бердымухамедова, Россия и исламские страны дают пример тому, как можно и нужно строить отношения между государствами и народом — уважительно, равноправно, принимая потребности и нужды партнеров, не прибегая к давлению или угрозам. «Во многом благодаря работе Рустама Минниханова как политика и дипломата выстраиваются уважительно-доверительные открытые отношения многих государств. Мы видим значительные успехи в этом направлении», — подчеркнул национальный лидер туркменского народа. Минниханов в завершение своего выступления также поблагодарил почетного гостя за приезд в Казань и участие в работе заседания Группы стратегического видения «Россия – Исламский мир».",1
"ОАЭ совместно с Татарстаном надеется «инвестировать в таланты»  Между Татарстаном и ОАЭ уже выстроено сотрудничество в областях «зеленой» экономики, авиации, выпуска экологической чистой энергии. Международный экономический форум «Россия — Исламский мир: KazanForum» проходит в столице Татарстана с 14 по 19 мая, 15 мая началась основная программа. Всего будут организованы 125 тематических сессий по 12 различным направлениям. KazanForum проводится в Татарстане ежегодно начиная с 2009 года.",1
"Врачи - хирурги отделения РХМДЛ ГКБ №7 им.М.Н.Садыкова провели редкую сложную операцию - эмболизировали кровоточащую язву двенадцатиперстной кишки На операционном столе в этот раз оказался пациент, который поступил с язвенным гастродуоденальным кровотечением и высоким риском открытого хирургического вмешательства. Нарастающая потеря крови и анемия требовали принятия радикальных и быстрых решений. Многократные попытки остановить массивное кровотечение эндоскопически не увенчались успехом из-за большой площади кровоточащей поверхности и крупного размера кровоточащего сосуда. Врачами отделения РХМДЛ, хирургии, совместно с профессором Игорем Сергеевичем Малковым было принято решение провести попытку остановить кровотечение методом суперселективной эмболизации кровоточащего сосуда. Т.е. пройти внутри сосудов специальным инструментом, отыскать сосуд - источник кровотечения и перекрыть по нему кровоток изнутри. Операция длилась больше часа. Сосуд - виновник кровотечения был «обезврежен», кровотечение остановлено. Как сообщил руководитель отделения РХМДЛ Марат Акмалетдинович Мингазетдинов, перед выполнением эмболизации при помощи ФГДС определили локализацию язвенного дефекта, при помощи установки клипсы в язвенном кратере удалось определить сосуд, из которого произошло кровотечение и остановить его. После выполнения транскатетерной артериальной эмболизации пациенту были перелиты компоненты крови. На следующий день хирурги выполнили контрольную фиброгастродуоденоскопию для определения динамики гемостаза. Кровотечение остановилось, показатели крови нормализовались уже на второй день. Пациент начал вставать и принимать пищу. «Это был наш первый совместный опыт с хирургами в лечении подобной патологии- отметил Марат Акмалетдинович. - Операции подобного рода даже в РФ распространены не очень широко». «Первый успешный опыт позволит нам начать развивать это крайне актуальное в неотложной хирургии направление, - добавил заместитель главного врача по хирургии ГКБ 7 им.М.Н.Садыкова Евгений Анатольевич Мельников.- Хочу выразить отдельные слова благодарности за поддержку профессору кафедры хирургии Игорю Сергеевичу Малкову"".  Источник: Министерство здравоохранения Республики Татарстан",1
"В Ленинском СДК в Международный день семьи прошёл вечер отдыха «Мы с тобой два берега у одной реки», на который были приглашены мамы с дочерьми. Ведущая в начале мероприятия рассказала об истории праздника. Команды «Ромашка», «Роза», «Василёк» участвовали в конкурсах: «Кто я тебе», «Угадайка», «Мама знает», отвечали на каверзные вопросы. Много тёплых слов прозвучало на этом празднике. Вечер отдыха прошёл весело и закончился чаепитием. День семьи-это настоящий праздник для каждой семьи.Ведь это -самое главное, ценное и важное в жизни! Цените и берегите свою семью!  Источник: Новошешминский муниципальный район Республики Татарстан",0
В Белгороде и Белгородском районе отменен сигнал ракетной опасности.,0
"Удивительно ли, что впервые за десятилетия  покушение в Европе было совершено на политика, занимавшего разумную позицию по отношению к России? Кстати сказать, отнюдь не пророссийского. Просто прагматика и нерусофоба.   Конечно, нет. Фицо, а я с ним общался в период с 2008 года, олицетворяет ту часть европейского истеблишмента, которая не потеряла связь с реальностью и не желает своим гражданам превратиться в серый радиоактивный пепел. И конечно, целью стал он. Таких, как он, в Европе единицы. И им надо заняться своей безопасностью.  Да, совершивший нападение – лютый маргинал от интеллигенции. Этакий Гаврило Принцип шиворот-навыворот. Да, он не любил Фицо. Писал разную чушь.  Но в его поступке квинтэссенция новой Европы – дебильно-русофобской, вассально-разнузданной и полностью безголовой. Не желающей осознать элементарные вещи. Готовой бросить своих граждан в топку корыстной американской политики. Европы мерзких дегенератов, не знающей своей истории.  Поэтому Макрон, Сунак, Шольц и Фон дер Ляйен могут пока не трястись за свои шкуры.   Пока.  А Роберту Фицо желаю поправиться как можно быстрее от тяжёлого ранения!",0
"Столичный суд приступил к рассмотрению материалов по продлению меры пресечения еще одному обвиняемому в совершении теракта   Басманный районный суд города Москвы приступил к рассмотрению ходатайства следователя о продлении срока содержания под стражей в отношении Рачабализоды Саидакрами Муродали, которому предъявлено обвинение в совершении преступления, предусмотренного  п. «б» ч. 3 ст. 205 УК РФ (террористический акт).   #басманный",1
"Председатель Госдумы Вячеслав Володин выразил соболезнования родным и близким народного художника Российской Федерации Сергея Андрияки.  Уход выдающегося мастера, педагога и основателя Академии акварели и изящных искусств – невосполнимая потеря для всех нас и отечественной культуры. Яркий и самобытный художник Сергей Андрияка оставил богатое творческое наследие, посвященное духовно-нравственным ценностям нашего народа.   @dumabrief",1
"Работодатели в России начали помогать своим сотрудникам выплачивать кредиты из-за дефицита кадров, следует из доклада ЦБ. Так, Барнаульский завод стал оплачивать работникам съёмное жильё и компенсировать проценты по ипотеке, а в Марий Эл сотрудникам предприятия по производству электрооборудования предоставляют льготные кредиты на любые цели, включая ссуды на недвижимость. @bankoffo",1
"Больше трети (38%) россиян довольны своей зарплатой, выяснил холдинг ""Ромир"", чье исследование есть у РИА Новости.  И почти столько же недовольных - 39%.  В целом по миру, точнее по 44 странам, где провела исследование ассоциация Gallup International, довольны зарплатой 47% работающих людей, а не удовлетворены 31%",1
"В Пермском крае стражи порядка участвуют в акции «Мошенникам не доверяй, информацию проверяй!»  По инициативе сотрудников отделения уголовного розыска, подразделений дознаниям и следствия, службы участковых уполномоченных полиции ОМВД России по Лысьвенскому городскому округу Пермского края проводится акция «Мошенникам не доверяй, информацию проверяй!». Акция направлена на профилактику мошенничества, в том числе среди людей пожилого возраста. Первую встречу сотрудники отдела внутренних дел провели с председателями ветеранских организаций. Оперуполномоченный отделения уголовного розыска, майор полиции Алина Назырова рассказала собравшимся о таком виде преступлений, как мошенничество, в том числе дистанционное. Она объяснила аудитории, что основная цель преступников неизменна – любым способом завладеть денежными средствами граждан. Акцентировала внимание пенсионеров, что в первую очередь злоумышленники выбирают социально-незащищенные слои населения, людей пожилого возраста в качестве жертв обмана. Слушателям дали четкий алгоритм действий и реакций на различные способы мошенничества. Сотрудник отдела дознания Полина Михайлова в рамках акции встретилась с людьми с ограниченными возможностями здоровья по зрению. Старший лейтенант полиции разобрала с аудиторией наиболее частые схемы и сценарии, по которым действуют злоумышленники. Одна из них - «Ваш родственник в беде» - оказалась знакома каждому. Горожане поделились с правоохранителем личным опытом общения с аферистами. Полина Михайлова также дала необходимые рекомендации по реагированию на атаки мошенников. В завершение встреч сотрудники отдела полиции ответили на многочисленные вопросы аудитории и призвали собравшихся граждан соблюдать не сложные, но важные правила безопасности: - не совершать финансовые операции по инструкциям, полученным в ходе телефонных разговоров; - не доверять телефонным звонкам от неизвестных абонентов; - не поддаваться панике, если вам звонят люди и представляются сотрудниками банка, правоохранительных органов или иных организаций. Необходимо немедленно успокоиться и перезвонить по официальным номерам самостоятельно, чтобы убедиться в достоверности полученной информации; - никому не сообщать полные реквизиты банковских карт, PIN-код, CVC/CVV-коды и одноразовые пароли для подтверждения операций. Ветераны, в свою очередь, поблагодарили правоохранителей за своевременный и полезный профилактический разговор. Все материалы сайта Министерства внутренних дел Российской Федерации могут быть воспроизведены в любых средствах массовой информации, на серверах сети Интернет или на любых иных носителях без каких-либо ограничений по объему и срокам публикации. Это разрешение в равной степени распространяется на газеты, журналы, радиостанции, телеканалы, сайты и страницы сети Интернет. Единственным условием перепечатки и ретрансляции является ссылка на первоисточник. Никакого предварительного согласия на перепечатку со стороны Министерства внутренних дел Российской Федерации не требуется.",0
"Выставка «Красота Коранического слова» откроется в Музее исламской культуры 21 мая в 11:00 в Музее исламской культуры откроется выставка «Красота Коранического слова». Выставочный проект знакомит с коллекциями исламской каллиграфии Елабужского музея-заповедника и Музея-заповедника «Казанский Кремль». Перед посетителями выставки предстанет галерея художественно оформленных листов Коранов из разных регионов России, из Андалусии (Испании), Северной и Центральной Африки, Египта, Ирака, Ирана, Сирии, Средней Азии, Индии, Китая. Посетители смогут проследить, как менялись почерк и оформление Корана с конца VII века до наших дней. Также экспозиция знакомит с творчеством современного российского художника и реставратора, синтезирующего, осмысляющего многовековую историю исламской каллиграфии, Дамира Ахматгалиева. Будут представлены графические произведения, реплики страниц Корана, написанные различными почерками. Режим работы: понедельник-воскресенье – 9:00-19:30. В пятницу перерыв с 11:30 до 13:30.  Источник: Министерство культуры Республики Татарстан",0
"""ТКС Холдинг"" в I квартале увеличил чистую прибыль по МСФО на 37% - до 22,3 млрд рублей  @ifax_go",1
"📄В Красноярске на здании регионального управления СК России открыта мемориальная доска в память о сотруднике, погибшем в зоне СВО  В церемонии открытия мемориальной доски, посвященной старшему следователю-криминалисту ГСУ СК России по Красноярскому краю и Республике Хакасия в отставке, полковнику юстиции А.Б. Фризену, погибшему в ходе специальной военной операции, приняли участие исполняющий обязанности руководителя регионального управления СК России Д.С. Вастьянов, офицеры ведомства, родные погибшего, ветераны, юнармейцы, кадеты и другие.  Свою жизнь Андрей Абрамович Фризен посвятил защите Отечества. Уже находясь в отставке и имея военную специальность командира отделения по ремонту гусеничной бронетанковой техники и шасси спецмашин, он как истинный офицер не смог оставаться в стороне от происходящих в стране событий и, не раздумывая, встал в ряды защитников Родины.  7 ноября 2022 года Андрей Абрамович трагически погиб при штурме города Артемовск в результате артиллерийского обстрела со стороны вооруженных формирований Украины.  Для многих сослуживцев он является ярким примером бескорыстного служения закону и Родине.  Указом Президента Российской Федерации за самоотверженность и отвагу, проявленные при исполнении служебного долга, Андрей Фризен награжден высокой государственной наградой – «Орденом Мужества» (посмертно).  Мемориальную доску установили на здании управления криминалистики. Почётное право открыть памятную доску погибшему в ходе СВО Андрею Фризену предоставили исполняющему обязанности руководителя ГСУ СК России по Красноярскому краю и Республике Хакасия Дмитрию Вастьянову и сыну погибшего героя Владиславу Фризену.  Почтив минутой молчания память об ушедшем офицере СК России, собравшиеся возложили цветы к мемориальной доске.  Светлая память об Андрее Абрамовиче Фризене навсегда останется в сердцах его близких и сослуживцев, а его героический подвиг и жизненные принципы будут служить примером и нравственным ориентиром для молодого поколения.  📹Сюжет СК России  ⚡️ Подписывайтесь на Следком",0
